t[s],p1[Pa],p2[Pa],mobA[kg],immA[kg],dissA[kg],sealA[kg],mobB[kg],immB[kg],dissB[kg],sealB[kg],M_C[m],sealTot[kg]
3.351000e+05,1.162636e+05,1.109792e+05, 3.858041e-04, 0.000000e+00, 1.263498e-03, 2.733197e-05, 7.612351e-08, 0.000000e+00, 4.922059e-04, 1.391514e-06, 4.930122e-01, 6.839296e-05
3.354000e+05,1.162636e+05,1.109792e+05, 3.854797e-04, 0.000000e+00, 1.263961e-03, 2.732818e-05, 7.612350e-08, 0.000000e+00, 4.921874e-04, 1.391210e-06, 4.928166e-01, 6.839190e-05
3.357000e+05,1.162635e+05,1.109792e+05, 3.851518e-04, 0.000000e+00, 1.264429e-03, 2.732435e-05, 7.612349e-08, 0.000000e+00, 4.921688e-04, 1.390908e-06, 4.926192e-01, 6.839080e-05
3.360000e+05,1.162634e+05,1.109792e+05, 3.848204e-04, 0.000000e+00, 1.264901e-03, 2.732047e-05, 7.612348e-08, 0.000000e+00, 4.921499e-04, 1.390609e-06, 4.924197e-01, 6.838966e-05
3.363000e+05,1.162632e+05,1.109792e+05, 3.844856e-04, 0.000000e+00, 1.265377e-03, 2.731654e-05, 7.612347e-08, 0.000000e+00, 4.921309e-04, 1.390312e-06, 4.922183e-01, 6.838849e-05
3.366000e+05,1.162631e+05,1.109792e+05, 3.841474e-04, 0.000000e+00, 1.265857e-03, 2.731258e-05, 7.612346e-08, 0.000000e+00, 4.921116e-04, 1.390019e-06, 4.920149e-01, 6.838729e-05
3.369000e+05,1.162630e+05,1.109792e+05, 3.838057e-04, 0.000000e+00, 1.266342e-03, 2.730857e-05, 7.612345e-08, 0.000000e+00, 4.920922e-04, 1.389727e-06, 4.918103e-01, 6.838605e-05
3.372000e+05,1.162630e+05,1.109792e+05, 3.834604e-04, 0.000000e+00, 1.266831e-03, 2.730452e-05, 7.612344e-08, 0.000000e+00, 4.920726e-04, 1.389438e-06, 4.916044e-01, 6.838478e-05
3.375000e+05,1.162629e+05,1.109792e+05, 3.831116e-04, 0.000000e+00, 1.267324e-03, 2.730042e-05, 7.612343e-08, 0.000000e+00, 4.920528e-04, 1.389152e-06, 4.913981e-01, 6.838347e-05
3.378000e+05,1.162628e+05,1.109792e+05, 3.827591e-04, 0.000000e+00, 1.267822e-03, 2.729627e-05, 7.612342e-08, 0.000000e+00, 4.920328e-04, 1.388868e-06, 4.911916e-01, 6.838212e-05
3.381000e+05,1.162627e+05,1.109792e+05, 3.824029e-04, 0.000000e+00, 1.268324e-03, 2.729208e-05, 7.612341e-08, 0.000000e+00, 4.920125e-04, 1.388587e-06, 4.909845e-01, 6.838074e-05
3.384000e+05,1.162626e+05,1.109792e+05, 3.820431e-04, 0.000000e+00, 1.268831e-03, 2.728784e-05, 7.612340e-08, 0.000000e+00, 4.919921e-04, 1.388308e-06, 4.907767e-01, 6.837932e-05
3.387000e+05,1.162625e+05,1.109792e+05, 3.816797e-04, 0.000000e+00, 1.269342e-03, 2.728355e-05, 7.612339e-08, 0.000000e+00, 4.919715e-04, 1.388031e-06, 4.905684e-01, 6.837786e-05
3.390000e+05,1.162624e+05,1.109792e+05, 3.813128e-04, 0.000000e+00, 1.269858e-03, 2.727922e-05, 7.612338e-08, 0.000000e+00, 4.919506e-04, 1.387757e-06, 4.903621e-01, 6.837638e-05
3.393000e+05,1.162623e+05,1.109792e+05, 3.809421e-04, 0.000000e+00, 1.270378e-03, 2.727485e-05, 7.612337e-08, 0.000000e+00, 4.919296e-04, 1.387485e-06, 4.901541e-01, 6.837485e-05
3.396000e+05,1.162623e+05,1.109792e+05, 3.805678e-04, 0.000000e+00, 1.270902e-03, 2.727043e-05, 7.612336e-08, 0.000000e+00, 4.919083e-04, 1.387215e-06, 4.899449e-01, 6.837329e-05
3.399000e+05,1.162622e+05,1.109792e+05, 3.801900e-04, 0.000000e+00, 1.271431e-03, 2.726596e-05, 7.612335e-08, 0.000000e+00, 4.918869e-04, 1.386948e-06, 4.897347e-01, 6.837170e-05
3.402000e+05,1.162621e+05,1.109792e+05, 3.798083e-04, 0.000000e+00, 1.271965e-03, 2.726145e-05, 7.612334e-08, 0.000000e+00, 4.918652e-04, 1.386683e-06, 4.895240e-01, 6.837007e-05
3.405000e+05,1.162620e+05,1.109792e+05, 3.794229e-04, 0.000000e+00, 1.272503e-03, 2.725689e-05, 7.612334e-08, 0.000000e+00, 4.918433e-04, 1.386420e-06, 4.893129e-01, 6.836841e-05
3.408000e+05,1.162619e+05,1.109792e+05, 3.790339e-04, 0.000000e+00, 1.273046e-03, 2.725229e-05, 7.612333e-08, 0.000000e+00, 4.918212e-04, 1.386159e-06, 4.891016e-01, 6.836671e-05
3.411000e+05,1.162618e+05,1.109792e+05, 3.786412e-04, 0.000000e+00, 1.273593e-03, 2.724764e-05, 7.612332e-08, 0.000000e+00, 4.917989e-04, 1.385900e-06, 4.888908e-01, 6.836498e-05
3.414000e+05,1.162618e+05,1.109792e+05, 3.782445e-04, 0.000000e+00, 1.274144e-03, 2.724294e-05, 7.612331e-08, 0.000000e+00, 4.917764e-04, 1.385643e-06, 4.886798e-01, 6.836321e-05
3.417000e+05,1.162617e+05,1.109792e+05, 3.778441e-04, 0.000000e+00, 1.274701e-03, 2.723819e-05, 7.612330e-08, 0.000000e+00, 4.917536e-04, 1.385388e-06, 4.884693e-01, 6.836140e-05
3.420000e+05,1.162616e+05,1.109792e+05, 3.774399e-04, 0.000000e+00, 1.275262e-03, 2.723340e-05, 7.612329e-08, 0.000000e+00, 4.917306e-04, 1.385136e-06, 4.882595e-01, 6.835956e-05
3.423000e+05,1.162615e+05,1.109792e+05, 3.770317e-04, 0.000000e+00, 1.275828e-03, 2.722856e-05, 7.612328e-08, 0.000000e+00, 4.917074e-04, 1.384885e-06, 4.880503e-01, 6.835768e-05
3.426000e+05,1.162615e+05,1.109792e+05, 3.766197e-04, 0.000000e+00, 1.276399e-03, 2.722367e-05, 7.612328e-08, 0.000000e+00, 4.916840e-04, 1.384637e-06, 4.878418e-01, 6.835577e-05
3.429000e+05,1.162614e+05,1.109792e+05, 3.762040e-04, 0.000000e+00, 1.276974e-03, 2.721874e-05, 7.612327e-08, 0.000000e+00, 4.916603e-04, 1.384390e-06, 4.876345e-01, 6.835382e-05
3.432000e+05,1.162613e+05,1.109792e+05, 3.757834e-04, 0.000000e+00, 1.277554e-03, 2.721375e-05, 7.612326e-08, 0.000000e+00, 4.916364e-04, 1.384145e-06, 4.874281e-01, 6.835183e-05
3.435000e+05,1.162612e+05,1.109792e+05, 3.753590e-04, 0.000000e+00, 1.278140e-03, 2.720871e-05, 7.612325e-08, 0.000000e+00, 4.916122e-04, 1.383902e-06, 4.872222e-01, 6.834981e-05
3.438000e+05,1.162612e+05,1.109792e+05, 3.749303e-04, 0.000000e+00, 1.278731e-03, 2.720362e-05, 7.612324e-08, 0.000000e+00, 4.915878e-04, 1.383661e-06, 4.870167e-01, 6.834775e-05
3.441000e+05,1.162611e+05,1.109792e+05, 3.744975e-04, 0.000000e+00, 1.279327e-03, 2.719847e-05, 7.612324e-08, 0.000000e+00, 4.915632e-04, 1.383422e-06, 4.868115e-01, 6.834564e-05
3.444000e+05,1.162610e+05,1.109792e+05, 3.740602e-04, 0.000000e+00, 1.279929e-03, 2.719327e-05, 7.612323e-08, 0.000000e+00, 4.915382e-04, 1.383185e-06, 4.866066e-01, 6.834350e-05
3.447000e+05,1.162610e+05,1.109792e+05, 3.736185e-04, 0.000000e+00, 1.280535e-03, 2.718802e-05, 7.612322e-08, 0.000000e+00, 4.915130e-04, 1.382949e-06, 4.864024e-01, 6.834132e-05
3.450000e+05,1.162609e+05,1.109792e+05, 3.731725e-04, 0.000000e+00, 1.281147e-03, 2.718272e-05, 7.612321e-08, 0.000000e+00, 4.914876e-04, 1.382715e-06, 4.861996e-01, 6.833910e-05
3.453000e+05,1.162608e+05,1.109792e+05, 3.727217e-04, 0.000000e+00, 1.281765e-03, 2.717736e-05, 7.612321e-08, 0.000000e+00, 4.914618e-04, 1.382483e-06, 4.859974e-01, 6.833683e-05
3.456000e+05,1.162608e+05,1.109792e+05, 3.722663e-04, 0.000000e+00, 1.282389e-03, 2.717194e-05, 7.612320e-08, 0.000000e+00, 4.914358e-04, 1.382253e-06, 4.857966e-01, 6.833453e-05
3.459000e+05,1.162607e+05,1.109792e+05, 3.718065e-04, 0.000000e+00, 1.283018e-03, 2.716647e-05, 7.612319e-08, 0.000000e+00, 4.914095e-04, 1.382024e-06, 4.855966e-01, 6.833218e-05
3.462000e+05,1.162606e+05,1.109792e+05, 3.713421e-04, 0.000000e+00, 1.283652e-03, 2.716094e-05, 7.612318e-08, 0.000000e+00, 4.913830e-04, 1.381797e-06, 4.853974e-01, 6.832980e-05
3.465000e+05,1.162606e+05,1.109792e+05, 3.708726e-04, 0.000000e+00, 1.284293e-03, 2.715535e-05, 7.612318e-08, 0.000000e+00, 4.913561e-04, 1.381571e-06, 4.851990e-01, 6.832736e-05
3.468000e+05,1.162605e+05,1.109792e+05, 3.703982e-04, 0.000000e+00, 1.284940e-03, 2.714970e-05, 7.612317e-08, 0.000000e+00, 4.913289e-04, 1.381347e-06, 4.850017e-01, 6.832488e-05
3.471000e+05,1.162604e+05,1.109792e+05, 3.699193e-04, 0.000000e+00, 1.285592e-03, 2.714399e-05, 7.612316e-08, 0.000000e+00, 4.913015e-04, 1.381125e-06, 4.848066e-01, 6.832237e-05
3.474000e+05,1.162604e+05,1.109792e+05, 3.694349e-04, 0.000000e+00, 1.286251e-03, 2.713822e-05, 7.612316e-08, 0.000000e+00, 4.912737e-04, 1.380904e-06, 4.846120e-01, 6.831980e-05
3.477000e+05,1.162603e+05,1.109792e+05, 3.689456e-04, 0.000000e+00, 1.286916e-03, 2.713239e-05, 7.612315e-08, 0.000000e+00, 4.912456e-04, 1.380685e-06, 4.844184e-01, 6.831719e-05
3.480000e+05,1.162603e+05,1.109792e+05, 3.684513e-04, 0.000000e+00, 1.287587e-03, 2.712650e-05, 7.612314e-08, 0.000000e+00, 4.912172e-04, 1.380467e-06, 4.842264e-01, 6.831453e-05
3.483000e+05,1.162602e+05,1.109792e+05, 3.679516e-04, 0.000000e+00, 1.288265e-03, 2.712055e-05, 7.612314e-08, 0.000000e+00, 4.911885e-04, 1.380251e-06, 4.840360e-01, 6.831182e-05
3.486000e+05,1.162601e+05,1.109792e+05, 3.674467e-04, 0.000000e+00, 1.288949e-03, 2.711453e-05, 7.612313e-08, 0.000000e+00, 4.911595e-04, 1.380036e-06, 4.838473e-01, 6.830907e-05
3.489000e+05,1.162601e+05,1.109792e+05, 3.669363e-04, 0.000000e+00, 1.289640e-03, 2.710844e-05, 7.612313e-08, 0.000000e+00, 4.911301e-04, 1.379823e-06, 4.836601e-01, 6.830626e-05
3.492000e+05,1.162600e+05,1.109792e+05, 3.664209e-04, 0.000000e+00, 1.290336e-03, 2.710230e-05, 7.612312e-08, 0.000000e+00, 4.911004e-04, 1.379611e-06, 4.834750e-01, 6.830341e-05
3.495000e+05,1.162600e+05,1.109792e+05, 3.658994e-04, 0.000000e+00, 1.291041e-03, 2.709608e-05, 7.612311e-08, 0.000000e+00, 4.910703e-04, 1.379400e-06, 4.832907e-01, 6.830051e-05
3.498000e+05,1.162599e+05,1.109792e+05, 3.653719e-04, 0.000000e+00, 1.291753e-03, 2.708979e-05, 7.612311e-08, 0.000000e+00, 4.910399e-04, 1.379191e-06, 4.831079e-01, 6.829755e-05
3.501000e+05,1.162599e+05,1.109792e+05, 3.648381e-04, 0.000000e+00, 1.292472e-03, 2.708342e-05, 7.612310e-08, 0.000000e+00, 4.910091e-04, 1.378983e-06, 4.829283e-01, 6.829453e-05
3.504000e+05,1.162598e+05,1.109792e+05, 3.642982e-04, 0.000000e+00, 1.293199e-03, 2.707698e-05, 7.612310e-08, 0.000000e+00, 4.909779e-04, 1.378776e-06, 4.827516e-01, 6.829146e-05
3.507000e+05,1.162597e+05,1.109792e+05, 3.637520e-04, 0.000000e+00, 1.293934e-03, 2.707046e-05, 7.612309e-08, 0.000000e+00, 4.909463e-04, 1.378570e-06, 4.825772e-01, 6.828832e-05
3.510000e+05,1.162597e+05,1.109792e+05, 3.632001e-04, 0.000000e+00, 1.294675e-03, 2.706388e-05, 7.612309e-08, 0.000000e+00, 4.909144e-04, 1.378366e-06, 4.824056e-01, 6.828514e-05
3.513000e+05,1.162596e+05,1.109792e+05, 3.626412e-04, 0.000000e+00, 1.295425e-03, 2.705721e-05, 7.612308e-08, 0.000000e+00, 4.908820e-04, 1.378162e-06, 4.822364e-01, 6.828189e-05
3.516000e+05,1.162596e+05,1.109792e+05, 3.620753e-04, 0.000000e+00, 1.296184e-03, 2.705046e-05, 7.612308e-08, 0.000000e+00, 4.908492e-04, 1.377960e-06, 4.820689e-01, 6.827857e-05
3.519000e+05,1.162595e+05,1.109792e+05, 3.615021e-04, 0.000000e+00, 1.296951e-03, 2.704362e-05, 7.612307e-08, 0.000000e+00, 4.908159e-04, 1.377759e-06, 4.819034e-01, 6.827519e-05
3.522000e+05,1.162595e+05,1.109792e+05, 3.609216e-04, 0.000000e+00, 1.297728e-03, 2.703669e-05, 7.612307e-08, 0.000000e+00, 4.907822e-04, 1.377559e-06, 4.817399e-01, 6.827174e-05
3.525000e+05,1.162594e+05,1.109791e+05, 3.603337e-04, 0.000000e+00, 1.298514e-03, 2.702967e-05, 7.612307e-08, 0.000000e+00, 4.907480e-04, 1.377361e-06, 4.815787e-01, 6.826822e-05
3.528000e+05,1.162594e+05,1.109791e+05, 3.597378e-04, 0.000000e+00, 1.299309e-03, 2.702255e-05, 7.612306e-08, 0.000000e+00, 4.907133e-04, 1.377163e-06, 4.814198e-01, 6.826462e-05
3.531000e+05,1.162593e+05,1.109791e+05, 3.591338e-04, 0.000000e+00, 1.300115e-03, 2.701534e-05, 7.612306e-08, 0.000000e+00, 4.906781e-04, 1.376966e-06, 4.812641e-01, 6.826094e-05
3.534000e+05,1.162592e+05,1.109791e+05, 3.585209e-04, 0.000000e+00, 1.300931e-03, 2.700802e-05, 7.612305e-08, 0.000000e+00, 4.906423e-04, 1.376770e-06, 4.811107e-01, 6.825719e-05
3.537000e+05,1.162592e+05,1.109791e+05, 3.578992e-04, 0.000000e+00, 1.301758e-03, 2.700059e-05, 7.612305e-08, 0.000000e+00, 4.906060e-04, 1.376575e-06, 4.809606e-01, 6.825335e-05
3.540000e+05,1.162591e+05,1.109791e+05, 3.572684e-04, 0.000000e+00, 1.302595e-03, 2.699305e-05, 7.612305e-08, 0.000000e+00, 4.905691e-04, 1.376381e-06, 4.808139e-01, 6.824942e-05
3.543000e+05,1.162591e+05,1.109791e+05, 3.566284e-04, 0.000000e+00, 1.303444e-03, 2.698541e-05, 7.612305e-08, 0.000000e+00, 4.905316e-04, 1.376188e-06, 4.806720e-01, 6.824541e-05
3.546000e+05,1.162590e+05,1.109791e+05, 3.559785e-04, 0.000000e+00, 1.304305e-03, 2.697764e-05, 7.612305e-08, 0.000000e+00, 4.904935e-04, 1.375995e-06, 4.805343e-01, 6.824130e-05
3.549000e+05,1.162590e+05,1.109791e+05, 3.553186e-04, 0.000000e+00, 1.305178e-03, 2.696974e-05, 7.612304e-08, 0.000000e+00, 4.904547e-04, 1.375804e-06, 4.804000e-01, 6.823708e-05
3.552000e+05,1.162589e+05,1.109791e+05, 3.546484e-04, 0.000000e+00, 1.306064e-03, 2.696169e-05, 7.612304e-08, 0.000000e+00, 4.904153e-04, 1.375614e-06, 4.802697e-01, 6.823275e-05
3.555000e+05,1.162589e+05,1.109791e+05, 3.539673e-04, 0.000000e+00, 1.306962e-03, 2.695350e-05, 7.612304e-08, 0.000000e+00, 4.903752e-04, 1.375424e-06, 4.801429e-01, 6.822830e-05
3.558000e+05,1.162588e+05,1.109791e+05, 3.532753e-04, 0.000000e+00, 1.307875e-03, 2.694516e-05, 7.612304e-08, 0.000000e+00, 4.903343e-04, 1.375235e-06, 4.800202e-01, 6.822373e-05
3.561000e+05,1.162588e+05,1.109791e+05, 3.525719e-04, 0.000000e+00, 1.308801e-03, 2.693669e-05, 7.612304e-08, 0.000000e+00, 4.902928e-04, 1.375047e-06, 4.799019e-01, 6.821906e-05
3.564000e+05,1.162587e+05,1.109791e+05, 3.518571e-04, 0.000000e+00, 1.309740e-03, 2.692807e-05, 7.612304e-08, 0.000000e+00, 4.902506e-04, 1.374860e-06, 4.797885e-01, 6.821426e-05
3.567000e+05,1.162587e+05,1.109791e+05, 3.511304e-04, 0.000000e+00, 1.310695e-03, 2.691929e-05, 7.612304e-08, 0.000000e+00, 4.902075e-04, 1.374674e-06, 4.796810e-01, 6.820934e-05
3.570000e+05,1.162586e+05,1.109791e+05, 3.503918e-04, 0.000000e+00, 1.311664e-03, 2.691037e-05, 7.612304e-08, 0.000000e+00, 4.901637e-04, 1.374487e-06, 4.795806e-01, 6.820430e-05
3.573000e+05,1.162586e+05,1.109791e+05, 3.496396e-04, 0.000000e+00, 1.312650e-03, 2.690128e-05, 7.612304e-08, 0.000000e+00, 4.901190e-04, 1.374302e-06, 4.794852e-01, 6.819913e-05
3.576000e+05,1.162585e+05,1.109791e+05, 3.488742e-04, 0.000000e+00, 1.313651e-03, 2.689202e-05, 7.612305e-08, 0.000000e+00, 4.900735e-04, 1.374117e-06, 4.793957e-01, 6.819383e-05
3.579000e+05,1.162585e+05,1.109791e+05, 3.480954e-04, 0.000000e+00, 1.314670e-03, 2.688259e-05, 7.612305e-08, 0.000000e+00, 4.900271e-04, 1.373933e-06, 4.793129e-01, 6.818839e-05
3.582000e+05,1.162584e+05,1.109791e+05, 3.473017e-04, 0.000000e+00, 1.315706e-03, 2.687297e-05, 7.612305e-08, 0.000000e+00, 4.899798e-04, 1.373749e-06, 4.792374e-01, 6.818280e-05
3.585000e+05,1.162583e+05,1.109791e+05, 3.464932e-04, 0.000000e+00, 1.316761e-03, 2.686316e-05, 7.612305e-08, 0.000000e+00, 4.899315e-04, 1.373565e-06, 4.791691e-01, 6.817705e-05
3.588000e+05,1.162583e+05,1.109791e+05, 3.456701e-04, 0.000000e+00, 1.317834e-03, 2.685316e-05, 7.612306e-08, 0.000000e+00, 4.898822e-04, 1.373381e-06, 4.791085e-01, 6.817116e-05
3.591000e+05,1.162582e+05,1.109791e+05, 3.448303e-04, 0.000000e+00, 1.318927e-03, 2.684297e-05, 7.612306e-08, 0.000000e+00, 4.898319e-04, 1.373196e-06, 4.790539e-01, 6.816511e-05
3.594000e+05,1.162582e+05,1.109791e+05, 3.439714e-04, 0.000000e+00, 1.320044e-03, 2.683253e-05, 7.612307e-08, 0.000000e+00, 4.897803e-04, 1.373011e-06, 4.790067e-01, 6.815886e-05
3.597000e+05,1.162581e+05,1.109791e+05, 3.430940e-04, 0.000000e+00, 1.321184e-03, 2.682186e-05, 7.612307e-08, 0.000000e+00, 4.897276e-04, 1.372824e-06, 4.789670e-01, 6.815242e-05
3.600000e+05,1.162581e+05,1.109791e+05, 3.421973e-04, 0.000000e+00, 1.322348e-03, 2.681094e-05, 7.612308e-08, 0.000000e+00, 4.896736e-04, 1.372636e-06, 4.789362e-01, 6.814579e-05
3.603000e+05,1.162580e+05,1.109791e+05, 3.412798e-04, 0.000000e+00, 1.323538e-03, 2.679976e-05, 7.612309e-08, 0.000000e+00, 4.896182e-04, 1.372447e-06, 4.789154e-01, 6.813895e-05
3.606000e+05,1.162580e+05,1.109791e+05, 3.403419e-04, 0.000000e+00, 1.324753e-03, 2.678832e-05, 7.612310e-08, 0.000000e+00, 4.895615e-04, 1.372256e-06, 4.789055e-01, 6.813190e-05
3.609000e+05,1.162579e+05,1.109791e+05, 3.393811e-04, 0.000000e+00, 1.325997e-03, 2.677659e-05, 7.612310e-08, 0.000000e+00, 4.895033e-04, 1.372063e-06, 4.789047e-01, 6.812462e-05
3.612000e+05,1.162579e+05,1.109791e+05, 3.383940e-04, 0.000000e+00, 1.327273e-03, 2.676454e-05, 7.612311e-08, 0.000000e+00, 4.894434e-04, 1.371869e-06, 4.789149e-01, 6.811709e-05
3.615000e+05,1.162578e+05,1.109791e+05, 3.373790e-04, 0.000000e+00, 1.328583e-03, 2.675214e-05, 7.612313e-08, 0.000000e+00, 4.893817e-04, 1.371672e-06, 4.789379e-01, 6.810927e-05
3.618000e+05,1.162577e+05,1.109791e+05, 3.363348e-04, 0.000000e+00, 1.329930e-03, 2.673936e-05, 7.612314e-08, 0.000000e+00, 4.893182e-04, 1.371473e-06, 4.789744e-01, 6.810115e-05
3.621000e+05,1.162577e+05,1.109791e+05, 3.352601e-04, 0.000000e+00, 1.331314e-03, 2.672619e-05, 7.612315e-08, 0.000000e+00, 4.892525e-04, 1.371271e-06, 4.790269e-01, 6.809272e-05
3.624000e+05,1.162576e+05,1.109791e+05, 3.341498e-04, 0.000000e+00, 1.332742e-03, 2.671259e-05, 7.612317e-08, 0.000000e+00, 4.891845e-04, 1.371067e-06, 4.790922e-01, 6.808396e-05
3.627000e+05,1.162576e+05,1.109791e+05, 3.330037e-04, 0.000000e+00, 1.334215e-03, 2.669853e-05, 7.612318e-08, 0.000000e+00, 4.891143e-04, 1.370859e-06, 4.791722e-01, 6.807483e-05
3.630000e+05,1.162575e+05,1.109791e+05, 3.318186e-04, 0.000000e+00, 1.335735e-03, 2.668399e-05, 7.612320e-08, 0.000000e+00, 4.890415e-04, 1.370648e-06, 4.792693e-01, 6.806532e-05
3.633000e+05,1.162574e+05,1.109791e+05, 3.305931e-04, 0.000000e+00, 1.337306e-03, 2.666894e-05, 7.612321e-08, 0.000000e+00, 4.889661e-04, 1.370433e-06, 4.793853e-01, 6.805540e-05
3.636000e+05,1.162574e+05,1.109791e+05, 3.293264e-04, 0.000000e+00, 1.338930e-03, 2.665334e-05, 7.612323e-08, 0.000000e+00, 4.888879e-04, 1.370214e-06, 4.795243e-01, 6.804505e-05
3.639000e+05,1.162573e+05,1.109790e+05, 3.280106e-04, 0.000000e+00, 1.340614e-03, 2.663715e-05, 7.612325e-08, 0.000000e+00, 4.888065e-04, 1.369991e-06, 4.796830e-01, 6.803424e-05
3.642000e+05,1.162572e+05,1.109790e+05, 3.266440e-04, 0.000000e+00, 1.342362e-03, 2.662033e-05, 7.612327e-08, 0.000000e+00, 4.887219e-04, 1.369763e-06, 4.798649e-01, 6.802292e-05
3.645000e+05,1.162572e+05,1.109790e+05, 3.252245e-04, 0.000000e+00, 1.344177e-03, 2.660283e-05, 7.612330e-08, 0.000000e+00, 4.886338e-04, 1.369529e-06, 4.800727e-01, 6.801107e-05
3.648000e+05,1.162571e+05,1.109790e+05, 3.237514e-04, 0.000000e+00, 1.346060e-03, 2.658464e-05, 7.612332e-08, 0.000000e+00, 4.885420e-04, 1.369290e-06, 4.803113e-01, 6.799867e-05
3.651000e+05,1.162570e+05,1.109790e+05, 3.222207e-04, 0.000000e+00, 1.348018e-03, 2.656569e-05, 7.612335e-08, 0.000000e+00, 4.884463e-04, 1.369045e-06, 4.805825e-01, 6.798568e-05
3.654000e+05,1.162569e+05,1.109790e+05, 3.206282e-04, 0.000000e+00, 1.350055e-03, 2.654595e-05, 7.612338e-08, 0.000000e+00, 4.883465e-04, 1.368793e-06, 4.808878e-01, 6.797206e-05
3.657000e+05,1.162569e+05,1.109790e+05, 3.188608e-04, 1.141841e-07, 1.352172e-03, 2.652538e-05, 7.612341e-08, 0.000000e+00, 4.882423e-04, 1.368533e-06, 4.812333e-01, 6.795779e-05
3.660000e+05,1.162568e+05,1.109790e+05, 3.161962e-04, 1.068658e-06, 1.354368e-03, 2.650393e-05, 7.612344e-08, 0.000000e+00, 4.881335e-04, 1.368266e-06, 4.816258e-01, 6.794282e-05
3.663000e+05,1.162567e+05,1.109790e+05, 3.021763e-04, 1.330258e-05, 1.356669e-03, 2.648123e-05, 7.612347e-08, 0.000000e+00, 4.880178e-04, 1.367988e-06, 4.820692e-01, 6.792687e-05
3.666000e+05,1.162566e+05,1.109790e+05, 3.021738e-04, 1.149246e-05, 1.359009e-03, 2.645785e-05, 7.612351e-08, 0.000000e+00, 4.878986e-04, 1.367703e-06, 4.825928e-01, 6.791038e-05
3.669000e+05,1.162550e+05,1.109790e+05, 3.021001e-04, 9.695135e-06, 1.361422e-03, 2.643225e-05, 7.612354e-08, 0.000000e+00, 4.877805e-04, 1.367416e-06, 4.832296e-01, 6.789153e-05
3.672000e+05,1.162517e+05,1.109790e+05, 3.019540e-04, 7.908448e-06, 1.363918e-03, 2.640481e-05, 7.612356e-08, 0.000000e+00, 4.876654e-04, 1.367131e-06, 4.839272e-01, 6.787060e-05
3.675000e+05,1.162482e+05,1.109790e+05, 3.017979e-04, 6.060763e-06, 1.366503e-03, 2.637491e-05, 7.612359e-08, 0.000000e+00, 4.875458e-04, 1.366839e-06, 4.846915e-01, 6.784736e-05
3.678000e+05,1.162450e+05,1.109790e+05, 3.016482e-04, 4.478931e-06, 1.368743e-03, 2.634776e-05, 7.612360e-08, 0.000000e+00, 4.874437e-04, 1.366562e-06, 4.855325e-01, 6.782605e-05
3.681000e+05,1.162423e+05,1.109791e+05, 3.015205e-04, 3.435426e-06, 1.370265e-03, 2.632786e-05, 7.612355e-08, 0.000000e+00, 4.873757e-04, 1.366321e-06, 4.863074e-01, 6.781046e-05
3.684000e+05,1.162412e+05,1.109792e+05, 3.014147e-04, 2.872753e-06, 1.371143e-03, 2.631443e-05, 7.612346e-08, 0.000000e+00, 4.873377e-04, 1.366101e-06, 4.870620e-01, 6.779996e-05
3.687000e+05,1.162403e+05,1.109792e+05, 3.013217e-04, 2.585923e-06, 1.371650e-03, 2.630528e-05, 7.612334e-08, 0.000000e+00, 4.873177e-04, 1.365881e-06, 4.878808e-01, 6.779307e-05
3.690000e+05,1.162394e+05,1.109792e+05, 3.012335e-04, 2.413990e-06, 1.372001e-03, 2.629788e-05, 7.612321e-08, 0.000000e+00, 4.873056e-04, 1.365660e-06, 4.887708e-01, 6.778780e-05
3.693000e+05,1.162384e+05,1.109792e+05, 3.011425e-04, 2.252012e-06, 1.372341e-03, 2.629019e-05, 7.612308e-08, 0.000000e+00, 4.872935e-04, 1.365440e-06, 4.897794e-01, 6.778222e-05
3.696000e+05,1.162373e+05,1.109792e+05, 3.010485e-04, 2.071777e-06, 1.372706e-03, 2.628188e-05, 7.612296e-08, 0.000000e+00, 4.872799e-04, 1.365222e-06, 4.909076e-01, 6.777603e-05
3.699000e+05,1.162363e+05,1.109792e+05, 3.009526e-04, 1.877856e-06, 1.373093e-03, 2.627346e-05, 7.612284e-08, 0.000000e+00, 4.872667e-04, 1.365006e-06, 4.921447e-01, 6.776973e-05
3.702000e+05,1.162357e+05,1.109792e+05, 3.008513e-04, 1.645111e-06, 1.373539e-03, 2.626365e-05, 7.612273e-08, 0.000000e+00, 4.872504e-04, 1.364791e-06, 4.934983e-01, 6.776204e-05
3.705000e+05,1.162352e+05,1.109792e+05, 3.007472e-04, 1.400784e-06, 1.374002e-03, 2.625338e-05, 7.612263e-08, 0.000000e+00, 4.872331e-04, 1.364578e-06, 4.949280e-01, 6.775391e-05
3.708000e+05,1.162347e+05,1.109792e+05, 3.006430e-04, 1.198614e-06, 1.374414e-03, 2.624359e-05, 7.612252e-08, 0.000000e+00, 4.872187e-04, 1.364365e-06, 4.963964e-01, 6.774620e-05
3.711000e+05,1.162341e+05,1.109792e+05, 3.005345e-04, 9.792170e-07, 1.374853e-03, 2.623303e-05, 7.612242e-08, 0.000000e+00, 4.872026e-04, 1.364154e-06, 4.979416e-01, 6.773774e-05
3.714000e+05,1.162335e+05,1.109792e+05, 3.004236e-04, 7.665535e-07, 1.375286e-03, 2.622227e-05, 7.612231e-08, 0.000000e+00, 4.871866e-04, 1.363944e-06, 4.995475e-01, 6.772907e-05
